S&P 500 Historical Price Data,,,,,,
Date,Price,Open,High,Low,Vol.,Change %
14/05/2012,"1,338.30","1,351.90","1,351.90","1,336.60",,-1.12%
15/05/2012,"1,330.70","1,338.40","1,344.90","1,328.40",,-0.57%
16/05/2012,"1,324.80","1,330.80","1,341.80","1,324.80",,-0.44%
17/05/2012,"1,304.90","1,324.80","1,326.40","1,304.90",,-1.50%
18/05/2012,"1,295.20","1,305.00","1,312.20","1,292.00",,-0.74%
21/05/2012,"1,316.00","1,295.70","1,316.40","1,295.70",,1.61%
22/05/2012,"1,316.60","1,316.10","1,328.50","1,310.00",,0.05%
23/05/2012,"1,318.90","1,316.00","1,320.70","1,296.50",,0.17%
24/05/2012,"1,320.70","1,318.70","1,324.10","1,310.50",,0.14%
25/05/2012,"1,317.80","1,320.80","1,324.20","1,314.20",,-0.22%
29/05/2012,"1,332.40","1,318.90","1,334.90","1,318.90",,1.11%
30/05/2012,"1,313.30","1,331.20","1,331.20","1,310.80",,-1.43%
31/05/2012,"1,310.30","1,313.10","1,319.70","1,298.90",,-0.23%
01/06/2012,"1,278.00","1,309.90","1,309.90","1,277.20",,-2.47%
04/06/2012,"1,278.20","1,278.30","1,282.50","1,266.70",,0.02%
05/06/2012,"1,285.50","1,277.80","1,287.60","1,274.20",,0.57%
06/06/2012,"1,315.10","1,285.60","1,315.10","1,285.60",,2.30%
07/06/2012,"1,315.00","1,316.20","1,329.00","1,312.70",,-0.01%
08/06/2012,"1,325.70","1,315.00","1,325.80","1,307.80",,0.81%
11/06/2012,"1,308.90","1,325.70","1,335.50","1,307.70",,-1.27%
12/06/2012,"1,324.20","1,309.40","1,324.30","1,306.60",,1.17%
13/06/2012,"1,314.90","1,324.00","1,327.30","1,310.50",,-0.70%
14/06/2012,"1,329.10","1,314.90","1,333.70","1,314.10",,1.08%
15/06/2012,"1,342.80","1,329.20","1,343.30","1,329.20",,1.03%
18/06/2012,"1,344.80","1,342.40","1,348.20","1,334.50",,0.15%
19/06/2012,"1,358.00","1,344.80","1,363.50","1,344.80",,0.98%
20/06/2012,"1,355.70","1,358.00","1,361.60","1,346.50",,-0.17%
21/06/2012,"1,325.50","1,355.40","1,358.30","1,324.40",,-2.23%
22/06/2012,"1,335.00","1,325.90","1,337.80","1,325.90",,0.72%
25/06/2012,"1,313.70","1,334.90","1,334.90","1,309.30",,-1.60%
26/06/2012,"1,320.00","1,314.10","1,324.20","1,310.30",,0.48%
27/06/2012,"1,331.80","1,320.70","1,334.40","1,320.70",,0.89%
28/06/2012,"1,329.00","1,331.50","1,331.50","1,313.30",,-0.21%
29/06/2012,"1,362.20","1,330.10","1,362.20","1,330.10",,2.50%
02/07/2012,"1,365.50","1,362.30","1,366.30","1,355.70",,0.24%
03/07/2012,"1,374.00","1,365.80","1,374.80","1,363.50",,0.62%
05/07/2012,"1,367.60","1,373.70","1,373.80","1,363.00",,-0.47%
06/07/2012,"1,354.70","1,367.10","1,367.10","1,348.00",,-0.94%
09/07/2012,"1,352.50","1,354.70","1,354.90","1,346.70",,-0.16%
10/07/2012,"1,341.50","1,353.00","1,361.50","1,336.30",,-0.81%
11/07/2012,"1,341.50","1,341.40","1,345.00","1,333.20",,0.00%
12/07/2012,"1,334.80","1,341.30","1,341.30","1,325.40",,-0.50%
13/07/2012,"1,356.80","1,334.80","1,357.70","1,334.80",,1.65%
16/07/2012,"1,353.60","1,356.50","1,357.30","1,348.50",,-0.24%
17/07/2012,"1,363.70","1,353.70","1,365.40","1,345.10",,0.75%
18/07/2012,"1,372.80","1,363.60","1,375.30","1,359.00",,0.67%
19/07/2012,"1,376.50","1,373.00","1,380.40","1,371.20",,0.27%
20/07/2012,"1,362.70","1,376.50","1,376.50","1,362.20",,-1.00%
23/07/2012,"1,350.50","1,362.30","1,362.30","1,337.60",,-0.90%
24/07/2012,"1,338.30","1,350.50","1,351.50","1,329.20",,-0.90%
25/07/2012,"1,337.90","1,338.30","1,344.00","1,331.50",,-0.03%
26/07/2012,"1,360.00","1,338.20","1,363.10","1,338.20",,1.65%
27/07/2012,"1,386.00","1,360.00","1,389.20","1,360.00",,1.91%
30/07/2012,"1,385.30","1,385.90","1,391.70","1,381.40",,-0.05%
31/07/2012,"1,379.30","1,385.30","1,387.20","1,379.20",,-0.43%
01/08/2012,"1,375.10","1,379.30","1,385.00","1,373.30",,-0.30%
02/08/2012,"1,365.00","1,375.10","1,375.10","1,354.70",,-0.73%
03/08/2012,"1,391.00","1,365.50","1,394.20","1,365.50",,1.90%
06/08/2012,"1,394.20","1,391.00","1,399.60","1,391.00",,0.23%
07/08/2012,"1,401.30","1,394.50","1,407.10","1,394.50",,0.51%
08/08/2012,"1,402.20","1,401.20","1,404.10","1,396.10",,0.06%
09/08/2012,"1,402.80","1,402.30","1,406.00","1,398.80",,0.04%
10/08/2012,"1,405.90","1,402.60","1,406.00","1,395.60",,0.22%
13/08/2012,"1,404.10","1,405.90","1,405.90","1,397.30",,-0.13%
14/08/2012,"1,403.90","1,404.40","1,410.00","1,400.60",,-0.01%
15/08/2012,"1,405.50","1,403.90","1,407.70","1,401.80",,0.11%
16/08/2012,"1,415.50","1,406.60","1,417.40","1,404.20",,0.71%
17/08/2012,"1,418.20","1,415.80","1,418.70","1,414.70",,0.19%
20/08/2012,"1,418.10","1,417.80","1,418.10","1,412.10",,-0.01%
21/08/2012,"1,413.20","1,418.10","1,426.70","1,410.90",,-0.35%
22/08/2012,"1,413.50","1,413.10","1,416.10","1,406.80",,0.02%
23/08/2012,"1,402.10","1,413.50","1,413.50","1,400.50",,-0.81%
24/08/2012,"1,411.10","1,402.00","1,413.50","1,398.00",,0.64%
27/08/2012,"1,410.40","1,411.10","1,416.20","1,409.10",,-0.05%
28/08/2012,"1,409.30","1,410.40","1,413.60","1,405.60",,-0.08%
29/08/2012,"1,410.50","1,409.30","1,414.00","1,406.60",,0.09%
30/08/2012,"1,399.50","1,410.10","1,410.10","1,397.00",,-0.78%
31/08/2012,"1,406.60","1,400.10","1,413.10","1,399.00",,0.51%
04/09/2012,"1,404.90","1,406.50","1,409.30","1,396.60",,-0.12%
05/09/2012,"1,403.40","1,404.90","1,408.80","1,401.20",,-0.11%
06/09/2012,"1,432.10","1,403.40","1,432.10","1,403.40",,2.05%
07/09/2012,"1,437.90","1,432.10","1,437.90","1,431.50",,0.41%
10/09/2012,"1,429.10","1,437.90","1,438.70","1,429.00",,-0.61%
11/09/2012,"1,433.60","1,429.10","1,437.80","1,429.10",,0.31%
12/09/2012,"1,436.60","1,433.60","1,439.20","1,433.00",,0.21%
13/09/2012,"1,460.00","1,436.60","1,463.80","1,435.30",,1.63%
14/09/2012,"1,465.80","1,460.10","1,474.50","1,460.10",,0.40%
17/09/2012,"1,461.20","1,465.40","1,465.60","1,457.50",,-0.31%
18/09/2012,"1,459.30","1,461.20","1,461.50","1,456.10",,-0.13%
19/09/2012,"1,461.00","1,459.50","1,465.20","1,457.90",,0.12%
20/09/2012,"1,460.30","1,461.00","1,461.20","1,450.00",,-0.05%
21/09/2012,"1,460.20","1,460.30","1,467.10","1,459.50",,-0.01%
24/09/2012,"1,456.90","1,459.80","1,460.70","1,452.10",,-0.23%
25/09/2012,"1,441.60","1,456.90","1,463.20","1,441.60",,-1.05%
26/09/2012,"1,433.30","1,441.60","1,441.60","1,430.50",,-0.58%
27/09/2012,"1,447.20","1,433.40","1,450.20","1,433.40",,0.97%
28/09/2012,"1,440.70","1,447.10","1,447.10","1,435.60",,-0.45%
01/10/2012,"1,444.50","1,440.90","1,457.10","1,440.90",,0.26%
02/10/2012,"1,445.80","1,445.00","1,451.50","1,439.00",,0.09%
03/10/2012,"1,451.00","1,446.00","1,454.30","1,442.00",,0.36%
04/10/2012,"1,461.40","1,451.10","1,463.10","1,451.10",,0.72%
05/10/2012,"1,460.90","1,461.40","1,471.00","1,456.90",,-0.03%
08/10/2012,"1,455.90","1,460.90","1,460.90","1,453.10",,-0.34%
09/10/2012,"1,441.50","1,455.90","1,455.90","1,441.20",,-0.99%
10/10/2012,"1,432.60","1,441.50","1,442.50","1,430.60",,-0.62%
11/10/2012,"1,432.80","1,432.80","1,443.90","1,432.80",,0.01%
12/10/2012,"1,428.60","1,432.80","1,438.40","1,425.50",,-0.29%
15/10/2012,"1,440.10","1,428.80","1,441.30","1,427.20",,0.80%
16/10/2012,"1,454.90","1,440.30","1,455.50","1,440.30",,1.03%
17/10/2012,"1,460.90","1,454.20","1,462.20","1,453.30",,0.41%
18/10/2012,"1,457.30","1,460.90","1,464.00","1,452.60",,-0.25%
19/10/2012,"1,433.20","1,457.30","1,457.30","1,429.80",,-1.65%
22/10/2012,"1,433.80","1,433.20","1,435.50","1,422.10",,0.04%
23/10/2012,"1,413.10","1,433.70","1,433.70","1,407.60",,-1.44%
24/10/2012,"1,408.80","1,413.20","1,420.00","1,407.10",,-0.30%
25/10/2012,"1,413.00","1,409.70","1,421.10","1,405.10",,0.30%
26/10/2012,"1,411.90","1,413.00","1,417.10","1,403.30",,-0.08%
31/10/2012,"1,412.20","1,411.00","1,418.80","1,406.00",,0.02%
01/11/2012,"1,427.60","1,412.20","1,428.30","1,412.20",,1.09%
02/11/2012,"1,414.20","1,427.60","1,434.30","1,412.90",,-0.94%
05/11/2012,"1,417.30","1,414.00","1,419.90","1,408.10",,0.22%
06/11/2012,"1,428.40","1,417.30","1,433.40","1,417.30",,0.78%
07/11/2012,"1,394.50","1,428.30","1,428.30","1,388.10",,-2.37%
08/11/2012,"1,377.50","1,394.50","1,401.20","1,377.50",,-1.22%
09/11/2012,"1,379.80","1,377.50","1,391.40","1,373.00",,0.17%
12/11/2012,"1,380.00","1,379.90","1,384.90","1,377.20",,0.01%
13/11/2012,"1,374.50","1,380.00","1,388.80","1,371.40",,-0.40%
14/11/2012,"1,355.50","1,374.60","1,380.10","1,352.50",,-1.38%
15/11/2012,"1,353.30","1,355.40","1,360.60","1,348.00",,-0.16%
16/11/2012,"1,359.90","1,353.40","1,362.00","1,343.30",,0.49%
19/11/2012,"1,386.90","1,359.90","1,386.90","1,359.90",,1.99%
20/11/2012,"1,387.80","1,386.80","1,389.80","1,377.00",,0.06%
21/11/2012,"1,391.00","1,387.80","1,391.20","1,386.40",,0.23%
23/11/2012,"1,409.20","1,391.00","1,409.20","1,391.00",,1.31%
26/11/2012,"1,406.30","1,409.20","1,409.20","1,397.70",,-0.21%
27/11/2012,"1,398.90","1,406.30","1,409.00","1,398.00",,-0.53%
28/11/2012,"1,409.90","1,398.80","1,410.30","1,385.40",,0.79%
29/11/2012,"1,416.00","1,410.00","1,419.70","1,409.00",,0.43%
30/11/2012,"1,416.20","1,416.00","1,418.90","1,411.60",,0.01%
03/12/2012,"1,409.50","1,416.30","1,423.70","1,408.50",,-0.47%
04/12/2012,"1,407.00","1,409.50","1,413.10","1,403.70",,-0.18%
05/12/2012,"1,409.30","1,407.00","1,415.60","1,398.20",,0.16%
06/12/2012,"1,413.90","1,409.40","1,414.00","1,405.90",,0.33%
07/12/2012,"1,418.10","1,414.00","1,420.30","1,410.90",,0.30%
10/12/2012,"1,418.50","1,418.10","1,421.60","1,415.60",,0.03%
11/12/2012,"1,427.80","1,418.50","1,434.30","1,418.50",,0.66%
12/12/2012,"1,428.50","1,427.80","1,438.60","1,426.80",,0.05%
13/12/2012,"1,419.50","1,428.50","1,431.40","1,416.00",,-0.63%
14/12/2012,"1,413.60","1,419.50","1,419.50","1,411.90",,-0.42%
17/12/2012,"1,430.40","1,413.50","1,430.70","1,413.50",,1.19%
18/12/2012,"1,446.80","1,430.50","1,448.00","1,430.50",,1.15%
19/12/2012,"1,435.80","1,446.80","1,447.80","1,435.80",,-0.76%
20/12/2012,"1,443.70","1,435.80","1,443.70","1,432.80",,0.55%
21/12/2012,"1,430.20","1,443.70","1,443.70","1,422.60",,-0.94%
24/12/2012,"1,426.70","1,430.20","1,430.20","1,424.70",,-0.24%
26/12/2012,"1,419.80","1,426.70","1,429.40","1,416.40",,-0.48%
27/12/2012,"1,418.10","1,419.80","1,422.80","1,401.80",,-0.12%
28/12/2012,"1,402.40","1,418.10","1,418.10","1,401.60",,-1.11%
31/12/2012,"1,426.20","1,402.40","1,426.70","1,398.10",,1.70%
02/01/2013,"1,462.40","1,426.20","1,462.40","1,426.20",,2.54%
03/01/2013,"1,459.40","1,462.40","1,465.50","1,455.50",,-0.21%
04/01/2013,"1,466.50","1,459.40","1,467.90","1,459.00",,0.49%
07/01/2013,"1,461.90","1,466.50","1,466.50","1,456.60",,-0.31%
08/01/2013,"1,457.20","1,461.90","1,461.90","1,451.60",,-0.32%
09/01/2013,"1,461.00","1,457.20","1,464.70","1,457.20",,0.26%
10/01/2013,"1,472.10","1,464.60","1,472.30","1,461.00",,0.76%
11/01/2013,"1,472.00","1,472.10","1,472.80","1,467.60",,-0.01%
14/01/2013,"1,470.70","1,472.00","1,472.00","1,465.70",,-0.09%
15/01/2013,"1,472.30","1,470.70","1,473.30","1,463.80",,0.11%
16/01/2013,"1,472.60","1,472.30","1,474.00","1,467.60",,0.02%
17/01/2013,"1,480.90","1,472.60","1,485.20","1,472.60",,0.56%
18/01/2013,"1,486.00","1,481.00","1,486.00","1,475.80",,0.34%
22/01/2013,"1,492.60","1,486.00","1,492.60","1,481.20",,0.44%
23/01/2013,"1,494.80","1,492.60","1,496.10","1,489.90",,0.15%
24/01/2013,"1,494.80","1,494.80","1,502.30","1,489.50",,0.00%
25/01/2013,"1,503.00","1,494.80","1,503.30","1,494.80",,0.55%
28/01/2013,"1,500.20","1,503.00","1,503.20","1,496.30",,-0.19%
29/01/2013,"1,507.80","1,500.20","1,509.30","1,498.10",,0.51%
30/01/2013,"1,502.00","1,507.80","1,509.90","1,500.10",,-0.38%
31/01/2013,"1,498.10","1,502.00","1,504.20","1,496.80",,-0.26%
01/02/2013,"1,513.20","1,498.10","1,514.40","1,498.10",,1.01%
04/02/2013,"1,495.70","1,513.20","1,513.20","1,495.00",,-1.16%
05/02/2013,"1,511.30","1,495.70","1,515.00","1,495.70",,1.04%
06/02/2013,"1,512.10","1,511.30","1,512.50","1,504.70",,0.05%
07/02/2013,"1,509.40","1,512.10","1,512.90","1,498.50",,-0.18%
08/02/2013,"1,517.90","1,509.40","1,518.30","1,509.40",,0.56%
11/02/2013,"1,517.00","1,517.90","1,518.30","1,513.60",,-0.06%
12/02/2013,"1,519.40","1,517.00","1,522.30","1,515.60",,0.16%
13/02/2013,"1,520.30","1,519.40","1,524.70","1,515.90",,0.06%
14/02/2013,"1,521.40","1,520.30","1,523.10","1,514.00",,0.07%
15/02/2013,"1,519.80","1,521.40","1,524.20","1,514.10",,-0.11%
19/02/2013,"1,530.90","1,519.80","1,530.90","1,519.80",,0.73%
20/02/2013,"1,512.00","1,530.90","1,530.90","1,511.40",,-1.23%
21/02/2013,"1,502.40","1,512.00","1,512.00","1,497.30",,-0.63%
22/02/2013,"1,515.60","1,502.40","1,515.60","1,502.40",,0.88%
25/02/2013,"1,487.80","1,515.60","1,525.80","1,487.80",,-1.83%
26/02/2013,"1,496.90","1,487.80","1,499.00","1,485.00",,0.61%
27/02/2013,"1,516.00","1,496.90","1,520.10","1,494.90",,1.28%
28/02/2013,"1,514.70","1,516.00","1,525.30","1,514.50",,-0.09%
01/03/2013,"1,518.20","1,514.70","1,520.00","1,501.50",,0.23%
04/03/2013,"1,525.20","1,518.20","1,525.30","1,512.30",,0.46%
05/03/2013,"1,539.80","1,525.20","1,543.50","1,525.20",,0.96%
06/03/2013,"1,541.50","1,539.80","1,545.20","1,538.10",,0.11%
07/03/2013,"1,544.30","1,541.50","1,545.80","1,541.50",,0.18%
08/03/2013,"1,551.20","1,544.30","1,552.50","1,542.90",,0.45%
11/03/2013,"1,556.20","1,551.20","1,556.30","1,547.40",,0.32%
12/03/2013,"1,552.50","1,556.20","1,556.80","1,548.20",,-0.24%
13/03/2013,"1,554.50","1,552.50","1,556.40","1,548.20",,0.13%
14/03/2013,"1,563.20","1,554.50","1,563.30","1,554.50",,0.56%
15/03/2013,"1,560.70","1,563.20","1,563.60","1,555.70",,-0.16%
18/03/2013,"1,552.10","1,560.70","1,560.70","1,545.10",,-0.55%
19/03/2013,"1,548.30","1,552.10","1,557.20","1,538.60",,-0.24%
20/03/2013,"1,558.70","1,548.30","1,561.60","1,548.30",,0.67%
21/03/2013,"1,545.80","1,558.70","1,558.70","1,543.50",,-0.83%
22/03/2013,"1,556.90","1,545.90","1,557.70","1,545.90",,0.72%
25/03/2013,"1,551.70","1,556.90","1,564.90","1,546.20",,-0.33%
26/03/2013,"1,563.80","1,551.70","1,564.00","1,551.70",,0.78%
27/03/2013,"1,562.80","1,563.80","1,564.10","1,551.90",,-0.06%
28/03/2013,"1,569.20","1,562.90","1,570.30","1,561.10",,0.41%
01/04/2013,"1,562.20","1,569.20","1,570.60","1,558.50",,-0.45%
02/04/2013,"1,570.20","1,562.20","1,573.70","1,562.20",,0.51%
03/04/2013,"1,553.70","1,570.20","1,571.50","1,549.80",,-1.05%
04/04/2013,"1,560.00","1,553.70","1,562.60","1,552.50",,0.41%
05/04/2013,"1,553.30","1,560.00","1,560.00","1,539.50",,-0.43%
08/04/2013,"1,563.10","1,553.30","1,563.10","1,548.60",,0.63%
09/04/2013,"1,568.60","1,563.10","1,573.90","1,560.90",,0.35%
10/04/2013,"1,587.70","1,568.60","1,589.10","1,568.60",,1.22%
11/04/2013,"1,593.40","1,587.70","1,597.30","1,586.20",,0.36%
12/04/2013,"1,588.80","1,593.30","1,593.30","1,580.00",,-0.29%
15/04/2013,"1,552.40","1,588.80","1,588.80","1,552.30",,-2.29%
16/04/2013,"1,574.60","1,552.40","1,575.30","1,552.40",,1.43%
17/04/2013,"1,552.00","1,574.60","1,574.60","1,543.70",,-1.44%
18/04/2013,"1,541.60","1,552.00","1,554.40","1,536.00",,-0.67%
19/04/2013,"1,555.20","1,541.60","1,555.90","1,539.40",,0.88%
22/04/2013,"1,562.50","1,555.20","1,565.50","1,548.20",,0.47%
23/04/2013,"1,578.80","1,562.50","1,579.60","1,562.50",,1.04%
24/04/2013,"1,578.80","1,578.80","1,583.00","1,575.80",,0.00%
25/04/2013,"1,585.20","1,578.90","1,592.60","1,578.90",,0.41%
26/04/2013,"1,582.20","1,585.20","1,585.80","1,577.60",,-0.19%
29/04/2013,"1,593.60","1,582.30","1,596.70","1,582.30",,0.72%
30/04/2013,"1,597.60","1,593.60","1,597.60","1,586.50",,0.25%
01/05/2013,"1,582.70","1,597.50","1,597.50","1,581.30",,-0.93%
02/05/2013,"1,597.60","1,582.80","1,598.60","1,582.80",,0.94%
03/05/2013,"1,614.40","1,597.60","1,618.50","1,597.60",,1.05%
06/05/2013,"1,617.50","1,614.40","1,619.80","1,614.20",,0.19%
07/05/2013,"1,626.00","1,617.50","1,626.00","1,616.60",,0.53%
08/05/2013,"1,632.70","1,626.00","1,632.80","1,622.70",,0.41%
09/05/2013,"1,626.70","1,632.70","1,635.00","1,623.10",,-0.37%
10/05/2013,"1,633.70","1,626.70","1,633.70","1,623.70",,0.43%
13/05/2013,"1,633.80","1,632.10","1,636.00","1,626.70",,0.01%
14/05/2013,"1,650.30","1,633.80","1,651.10","1,633.80",,1.01%
15/05/2013,"1,658.80","1,649.10","1,661.50","1,646.70",,0.52%
16/05/2013,"1,650.50","1,658.10","1,660.50","1,648.60",,-0.50%
17/05/2013,"1,667.50","1,652.50","1,667.50","1,652.50",,1.03%
20/05/2013,"1,666.30","1,665.70","1,672.80","1,663.50",,-0.07%
21/05/2013,"1,669.20","1,666.20","1,674.90","1,662.70",,0.17%
22/05/2013,"1,655.30","1,669.40","1,687.20","1,648.90",,-0.83%
23/05/2013,"1,650.50","1,651.60","1,655.50","1,635.50",,-0.29%
24/05/2013,"1,649.60","1,646.70","1,649.80","1,636.90",,-0.05%
28/05/2013,"1,660.10","1,652.60","1,674.20","1,652.60",,0.64%
29/05/2013,"1,648.40","1,656.60","1,656.60","1,640.00",,-0.70%
30/05/2013,"1,654.40","1,649.10","1,661.90","1,648.60",,0.36%
31/05/2013,"1,630.70","1,652.10","1,659.00","1,630.70",,-1.43%
03/06/2013,"1,640.40","1,631.70","1,640.40","1,622.70",,0.59%
04/06/2013,"1,631.40","1,640.70","1,646.50","1,623.60",,-0.55%
05/06/2013,"1,608.90","1,629.00","1,629.30","1,607.10",,-1.38%
06/06/2013,"1,622.60","1,609.30","1,622.60","1,598.20",,0.85%
07/06/2013,"1,643.40","1,625.30","1,644.40","1,625.30",,1.28%
10/06/2013,"1,642.80","1,644.70","1,648.70","1,639.30",,-0.04%
11/06/2013,"1,626.10","1,638.60","1,640.10","1,622.90",,-1.02%
12/06/2013,"1,612.50","1,629.90","1,637.70","1,610.90",,-0.84%
13/06/2013,"1,636.40","1,612.20","1,639.20","1,608.10",,1.48%
14/06/2013,"1,626.70","1,635.50","1,640.80","1,624.00",,-0.59%
17/06/2013,"1,639.00","1,630.60","1,646.50","1,630.30",,0.76%
18/06/2013,"1,651.80","1,639.80","1,654.20","1,639.80",,0.78%
19/06/2013,"1,628.90","1,651.80","1,652.50","1,628.90",,-1.39%
20/06/2013,"1,588.20","1,624.60","1,624.60","1,584.30",,-2.50%
21/06/2013,"1,592.40","1,588.60","1,599.20","1,577.70",,0.26%
24/06/2013,"1,573.10","1,588.80","1,588.80","1,560.30",,-1.21%
25/06/2013,"1,588.00","1,577.50","1,593.80","1,577.10",,0.95%
26/06/2013,"1,603.30","1,592.30","1,606.80","1,592.30",,0.96%
27/06/2013,"1,613.20","1,606.40","1,620.10","1,606.40",,0.62%
28/06/2013,"1,606.30","1,611.10","1,615.90","1,601.10",,-0.43%
01/07/2013,"1,615.00","1,609.80","1,626.60","1,609.80",,0.54%
02/07/2013,"1,614.10","1,614.30","1,624.30","1,606.80",,-0.06%
03/07/2013,"1,615.40","1,611.50","1,619.00","1,604.60",,0.08%
05/07/2013,"1,631.90","1,618.70","1,632.10","1,614.70",,1.02%
08/07/2013,"1,640.50","1,634.20","1,644.70","1,634.20",,0.53%
09/07/2013,"1,652.30","1,642.90","1,654.20","1,642.90",,0.72%
10/07/2013,"1,652.60","1,651.60","1,657.90","1,647.70",,0.02%
11/07/2013,"1,675.00","1,657.40","1,676.60","1,657.40",,1.36%
12/07/2013,"1,680.20","1,675.30","1,680.20","1,672.30",,0.31%
15/07/2013,"1,682.50","1,679.60","1,684.50","1,677.90",,0.14%
16/07/2013,"1,676.30","1,682.70","1,683.70","1,671.80",,-0.37%
17/07/2013,"1,680.90","1,677.90","1,684.80","1,677.90",,0.27%
18/07/2013,"1,689.40","1,681.00","1,693.10","1,681.00",,0.51%
19/07/2013,"1,692.10","1,686.20","1,692.10","1,684.10",,0.16%
22/07/2013,"1,695.50","1,694.40","1,697.60","1,690.70",,0.20%
23/07/2013,"1,692.40","1,696.60","1,698.80","1,691.10",,-0.18%
24/07/2013,"1,685.90","1,696.10","1,698.40","1,682.60",,-0.38%
25/07/2013,"1,690.20","1,685.20","1,690.90","1,680.10",,0.26%
26/07/2013,"1,691.70","1,687.30","1,691.80","1,676.00",,0.09%
29/07/2013,"1,685.30","1,690.30","1,690.90","1,681.90",,-0.38%
30/07/2013,"1,686.00","1,687.90","1,693.20","1,682.40",,0.04%
31/07/2013,"1,685.70","1,687.80","1,698.40","1,684.90",,-0.02%
01/08/2013,"1,706.90","1,689.40","1,707.80","1,689.40",,1.26%
02/08/2013,"1,709.70","1,706.10","1,709.70","1,700.70",,0.16%
05/08/2013,"1,707.10","1,708.00","1,709.20","1,703.50",,-0.15%
06/08/2013,"1,697.40","1,705.80","1,705.80","1,693.30",,-0.57%
07/08/2013,"1,690.90","1,695.30","1,695.30","1,684.90",,-0.38%
08/08/2013,"1,697.50","1,693.30","1,700.20","1,688.40",,0.39%
09/08/2013,"1,691.40","1,696.10","1,699.40","1,686.00",,-0.36%
12/08/2013,"1,689.50","1,688.40","1,691.50","1,683.30",,-0.11%
13/08/2013,"1,694.20","1,690.70","1,696.80","1,682.60",,0.28%
14/08/2013,"1,685.40","1,693.90","1,695.50","1,684.80",,-0.52%
15/08/2013,"1,661.30","1,679.60","1,679.60","1,658.60",,-1.43%
16/08/2013,"1,655.80","1,661.20","1,663.60","1,652.60",,-0.33%
19/08/2013,"1,646.10","1,655.20","1,659.20","1,645.80",,-0.59%
20/08/2013,"1,652.30","1,646.80","1,658.90","1,646.10",,0.38%
21/08/2013,"1,642.80","1,650.70","1,657.00","1,639.40",,-0.57%
22/08/2013,"1,657.00","1,645.00","1,659.50","1,645.00",,0.86%
23/08/2013,"1,663.50","1,659.90","1,664.80","1,654.80",,0.39%
26/08/2013,"1,656.80","1,664.30","1,669.50","1,656.00",,-0.40%
27/08/2013,"1,630.50","1,652.50","1,652.50","1,629.00",,-1.59%
28/08/2013,"1,635.00","1,630.20","1,641.20","1,627.50",,0.28%
29/08/2013,"1,638.20","1,633.50","1,646.40","1,630.90",,0.20%
30/08/2013,"1,633.00","1,638.90","1,640.10","1,628.00",,-0.32%
03/09/2013,"1,639.80","1,636.00","1,651.30","1,633.40",,0.42%
04/09/2013,"1,653.10","1,640.70","1,655.70","1,637.40",,0.81%
05/09/2013,"1,655.10","1,653.30","1,659.20","1,653.10",,0.12%
06/09/2013,"1,655.20","1,657.40","1,664.80","1,640.60",,0.01%
09/09/2013,"1,671.70","1,656.80","1,672.40","1,656.80",,1.00%
10/09/2013,"1,684.00","1,674.30","1,684.10","1,674.30",,0.74%
11/09/2013,"1,689.10","1,681.00","1,689.10","1,678.70",,0.30%
12/09/2013,"1,683.40","1,689.20","1,690.00","1,682.00",,-0.34%
13/09/2013,"1,688.00","1,685.00","1,688.70","1,682.20",,0.27%
16/09/2013,"1,697.60","1,691.70","1,705.00","1,691.70",,0.57%
17/09/2013,"1,704.80","1,697.70","1,705.50","1,697.70",,0.42%
18/09/2013,"1,725.50","1,705.70","1,729.40","1,700.30",,1.21%
19/09/2013,"1,722.30","1,727.30","1,729.90","1,720.20",,-0.19%
20/09/2013,"1,709.90","1,722.40","1,725.20","1,708.90",,-0.72%
23/09/2013,"1,701.80","1,711.40","1,711.40","1,697.10",,-0.47%
24/09/2013,"1,697.40","1,702.60","1,707.60","1,694.90",,-0.26%
25/09/2013,"1,692.80","1,698.00","1,701.70","1,691.90",,-0.27%
26/09/2013,"1,698.70","1,694.00","1,703.80","1,693.10",,0.35%
27/09/2013,"1,691.80","1,695.50","1,695.50","1,687.10",,-0.41%
30/09/2013,"1,681.50","1,687.30","1,687.30","1,675.00",,-0.61%
01/10/2013,"1,695.00","1,682.40","1,696.50","1,682.10",,0.80%
02/10/2013,"1,693.90","1,691.90","1,693.90","1,680.30",,-0.06%
03/10/2013,"1,678.70","1,692.30","1,692.30","1,670.40",,-0.90%
04/10/2013,"1,690.50","1,678.80","1,691.90","1,677.30",,0.70%
07/10/2013,"1,676.10","1,687.20","1,687.20","1,674.70",,-0.85%
08/10/2013,"1,655.50","1,676.20","1,676.80","1,655.00",,-1.23%
09/10/2013,"1,656.40","1,657.00","1,662.50","1,646.50",,0.05%
10/10/2013,"1,692.60","1,660.90","1,692.60","1,660.90",,2.19%
11/10/2013,"1,703.20","1,691.10","1,703.40","1,688.50",,0.63%
14/10/2013,"1,710.10","1,699.90","1,711.00","1,692.10",,0.41%
15/10/2013,"1,698.10","1,709.20","1,711.60","1,695.90",,-0.70%
16/10/2013,"1,721.50","1,700.50","1,721.80","1,700.50",,1.38%
17/10/2013,"1,733.20","1,720.20","1,733.50","1,714.10",,0.68%
18/10/2013,"1,744.50","1,736.70","1,745.30","1,735.70",,0.65%
21/10/2013,"1,744.70","1,745.20","1,747.80","1,740.70",,0.01%
22/10/2013,"1,754.70","1,746.50","1,759.30","1,746.50",,0.57%
